POPULATION,PLOT #,TREE TAG,SPECIES,INDIVIDUAL,T-0 (2010-10-16),T-1 (2010-11-20),T-2 (2010-12-11),T-3 (2011-01-22),T-4 (2011-02-18),T-5 (2011-03-05),T-6 (2011-04-16),T-7 (2011-05-07),T-8 (2011-06-01),T-9 (2011-07-31),T-10 (2011-08-25),T-11 (2011-09-17),T-12 (2011-10-15),T-13 (2011-11-17),T-14 (2011-12-10),T-15 (2012-01-18),T-16 (2012-02-18),T-17 (2012-03-18),T-18 (2012-04-15),T-19 (2012-05-15),T-20 (2012-06-15),T-21 (2012-07-15),T-22 (2012-08-25),T-23 (2012-09-15),T-24 (2012-10-15)
5,5,401,Lepanthes caritensis,416,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,417,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,418,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,419,Reproductive,Reproductive,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult
5,5,401,Lepanthes caritensis,420,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,421,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,422,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,423,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Reproductive,Adult,Adult
5,5,401,Lepanthes caritensis,424,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult
5,5,401,Lepanthes caritensis,425,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,426,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Adult,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,427,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Adult,Reproductive,Reproductive
5,5,401,Lepanthes caritensis,428,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Adult,Reproductive,Adult,Reproductive,Reproductive,Adult
5,5,401,Lepanthes caritensis,429,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,430,Adult,Adult,Adult,Adult,Adult,Adult,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,431,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,432,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult
5,5,401,Lepanthes caritensis,433,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,434,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult
5,5,401,Lepanthes caritensis,435,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Adult,Reproductive,Adult,Adult
5,5,401,Lepanthes caritensis,436,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive
5,5,401,Lepanthes caritensis,437,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,438,Reproductive,Reproductive,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,439,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,440,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,441,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,442,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,443,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,444,Reproductive,Adult,Reproductive,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,445,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult
5,5,401,Lepanthes caritensis,446,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,447,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,448,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,449,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,450,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,451,Adult,Reproductive,Adult,Reproductive,Adult,Adult,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Adult,Reproductive,Reproductive,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,452,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,453,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,454,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,455,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,456,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,457,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,458,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,459,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,460,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,461,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Reproductive,Adult,Adult
5,5,401,Lepanthes caritensis,462,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,463,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,464,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,465,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Reproductive,Adult,Adult
5,5,401,Lepanthes caritensis,466,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,467,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,468,0,0,0,0,0,0,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Reproductive,Adult,Adult,Adult
5,5,401,Lepanthes caritensis,469,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,470,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Dead,Dead,Dead,Dead,Dead,Dead
5,5,401,Lepanthes caritensis,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Seedling,Seedling
5,5,401,Lepanthes caritensis,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Seedling,Seedling,Juvenile,Juvenile
5,5,401,Lepanthes caritensis,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seedling,Dead,Dead,Dead,Dead
6,11,1000,Lepanthes caritensis,501,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
6,11,1000,Lepanthes caritensis,502,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
6,11,1000,Lepanthes caritensis,503,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
6,11,1000,Lepanthes caritensis,504,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
6,11,1000,Lepanthes caritensis,505,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
6,11,1000,Lepanthes caritensis,506,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult
6,11,1000,Lepanthes caritensis,507,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
6,11,1000,Lepanthes caritensis,508,Reproductive,Reproductive,Reproductive,Adult,Reproductive,Adult,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Dead
6,11,1000,Lepanthes caritensis,509,Reproductive,Adult,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
6,11,1000,Lepanthes caritensis,510,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
6,11,1000,Lepanthes caritensis,511,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
6,11,1000,Lepanthes caritensis,512,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Reproductive,Reproductive,Adult
6,11,1000,Lepanthes caritensis,513,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
6,11,1000,Lepanthes caritensis,514,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead
6,11,1000,Lepanthes caritensis,515,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead
6,11,1000,Lepanthes caritensis,516,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Adult,Reproductive
6,11,1000,Lepanthes caritensis,517,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
6,11,1000,Lepanthes caritensis,518,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
6,11,1000,Lepanthes caritensis,519,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
6,11,1000,Lepanthes caritensis,520,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead
6,11,1000,Lepanthes caritensis,521,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
6,11,1000,Lepanthes caritensis,522,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
6,11,1000,Lepanthes caritensis,523,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
6,11,1000,Lepanthes caritensis,524,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
6,11,1000,Lepanthes caritensis,525,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive
6,11,1000,Lepanthes caritensis,526,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult
6,11,1000,Lepanthes caritensis,527,Seedling,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
6,11,1000,Lepanthes caritensis,528,Adult,Adult,Adult,Adult,Adult,Adult,Reproductive,Reproductive,Reproductive,Reproductive,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult,Adult
6,11,1000,Lepanthes caritensis,529,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile,Juvenile
6,11,1000,Lepanthes caritensis,530,Seedling,Seedling,Seedling,Seedling,Juvenile,Juvenile,Juvenile,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
6,11,1000,Lepanthes caritensis,531,Seedling,Seedling,Seedling,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead,Dead
